dmfilename;ACOTourLength;ACOTour;ACOExecutionTime;ACOIterations;SATourLength;SATour;SAExecutionTime;SAIterations;PSOTourLength;PSOTour;PSOExecutionTime;PSOIterations
TSP_DATA_11x11_2024-05-22-15-49-05;29;8,2,3,6,9,4,5,10,7,1,0;0;1;27;0,1,6,9,3,7,10,5,4,8,2;1,0322;1;417;4,8,6,9,2,0,1,3,10,5,7;1,0002;1
TSP_DATA_11x11_2024-05-22-15-49-05;29;8,2,3,6,9,4,5,10,7,1,0;0,9664;1;26;8,2,3,9,6,0,1,7,10,5,4;0;1;222;6,9,4,8,5,7,10,3,2,0,1;1,0341;1
TSP_DATA_11x11_2024-05-22-15-49-05;29;2,3,6,9,4,5,10,7,1,0,8;0;1;27;2,0,1,6,3,7,10,5,9,4,8;1,2409;1;514;3,10,2,1,5,9,6,0,4,8,7;1,0345;1
TSP_DATA_11x11_2024-05-22-15-49-05;29;2,3,6,9,4,5,10,7,1,0,8;0,9674;1;29;10,5,4,8,0,1,6,9,2,3,7;0,5414;1;418;10,8,4,0,2,6,1,3,7,9,5;1,0435;1
TSP_DATA_11x11_2024-05-22-15-49-05;29;8,2,3,6,9,4,5,10,7,1,0;0,9625;1;32;0,8,4,5,9,6,1,7,10,3,2;0;1;320;3,4,8,2,1,6,0,7,10,5,9;1,0347;1
TSP_DATA_11x11_2024-05-22-15-49-05;29;8,2,3,6,9,4,5,10,7,1,0;0;1;26;7,10,3,2,8,4,5,9,6,0,1;0,9605;1;514;2,3,9,4,1,6,0,7,8,5,10;1,0036;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;2,3,7,6,1,5,4,0;0;1;23;6,7,3,2,0,4,5,1;1;1;124;6,2,3,7,1,5,0,4;1,5039;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;6,1,5,4,0,2,3,7;0;1;23;4,1,6,7,3,2,0,5;2,0096;1;224;5,0,4,1,3,2,7,6;1,0005;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;4,5,0,2,3,7,6,1;1,0017;1;23;6,1,5,4,0,2,3,7;0,9973;1;126;1,4,0,5,3,2,6,7;1,0013;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;2,3,7,6,1,5,4,0;1,5084;1;23;0,2,3,7,6,1,5,4;0;1;220;2,1,4,5,6,7,3,0;1,0102;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;5,4,0,2,3,7,6,1;1,0003;1;23;1,6,7,3,2,0,4,5;3,1921;1;316;4,2,3,5,1,6,7,0;1,0007;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;4,5,0,2,3,7,6,1;0;1;23;1,4,5,0,2,3,7,6;2,5128;1;218;1,4,5,0,6,7,3,2;4,0026;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;4,5,0,2,3,7,6,1;1,0017;1;23;4,1,6,7,3,2,0,5;0,9995;1;27;5,0,2,6,3,7,1,4;1,0003;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;4,5,0,2,3,7,6,1;1,0038;1;23;3,2,0,4,5,1,6,7;0;1;220;3,6,1,7,5,4,2,0;1,5035;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;4,5,0,2,3,7,6,1;1,0013;1;23;4,1,6,7,3,2,0,5;0,998;1;126;5,7,2,0,3,6,1,4;1,0005;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;4,5,0,2,3,7,6,1;1,0015;1;23;0,2,3,7,6,1,4,5;0,9992;1;218;3,1,5,4,0,7,6,2;0,9998;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;6,1,5,4,0,2,3,7;1,5081;1;23;4,0,2,3,7,6,1,5;1,0086;1;220;0,2,7,1,6,4,5,3;0;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;5,4,0,2,3,7,6,1;0,9992;1;23;7,6,1,4,5,0,2,3;0,9995;1;123;1,5,4,0,3,7,6,2;1,0009;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;5,4,0,2,3,7,6,1;0;1;23;3,7,6,1,5,4,0,2;0,9998;1;219;4,2,3,0,5,1,6,7;0,9997;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;0,2,3,7,6,1,5,4;0,9982;1;23;2,3,7,6,1,5,4,0;0;1;126;5,3,2,6,7,1,4,0;1,1418;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;0,2,3,7,6,1,5,4;0;1;23;4,0,2,3,7,6,1,5;0,9985;1;221;6,2,5,4,1,7,3,0;1,0307;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;0,2,3,7,6,1,5,4;1,0012;1;23;0,2,3,7,6,1,5,4;0;1;27;7,6,1,4,5,0,3,2;0,9987;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;5,4,0,2,3,7,6,1;0,9655;1;23;5,1,6,7,3,2,0,4;0;1;225;0,4,1,7,3,6,5,2;0,9999;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;6,1,5,4,0,2,3,7;1,0019;1;23;1,4,5,0,2,3,7,6;0;1;27;0,4,5,1,7,6,2,3;1,0341;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;4,5,0,2,3,7,6,1;1,0725;1;23;4,0,2,3,7,6,1,5;3,5097;1;125;1,5,4,0,2,7,6,3;0;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;2,3,7,6,1,5,4,0;1,0008;1;23;4,0,2,3,7,6,1,5;4,516;1;124;4,1,6,2,3,7,5,0;0,9998;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;0,2,3,7,6,1,5,4;1,0014;1;23;5,1,6,7,3,2,0,4;0;1;313;1,0,2,6,4,5,3,7;0,9981;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;4,5,0,2,3,7,6,1;0;1;23;7,6,1,4,5,0,2,3;0,9993;1;124;5,0,4,1,6,7,3,2;0;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;6,1,5,4,0,2,3,7;0;1;23;1,5,4,0,2,3,7,6;0;1;127;2,3,6,7,5,1,4,0;1,5084;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;0,2,3,7,6,1,5,4;1,0058;1;23;0,2,3,7,6,1,4,5;0;1;215;7,4,5,0,2,6,1,3;1,0345;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;2,3,7,6,1,5,4,0;1,0026;1;23;5,0,2,3,7,6,1,4;0;1;220;2,6,0,5,1,4,7,3;0,964;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;4,5,0,2,3,7,6,1;1,0016;1;23;2,0,4,5,1,6,7,3;0;1;313;6,7,3,4,5,1,2,0;0,9986;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;0,2,3,7,6,1,5,4;0;1;23;4,5,1,6,7,3,2,0;1,0035;1;226;4,1,5,7,2,3,6,0;0,9998;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;4,5,0,2,3,7,6,1;1,0329;1;23;7,6,1,5,4,0,2,3;0,5403;1;216;4,2,3,7,1,6,0,5;0;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;2,3,7,6,1,5,4,0;0;1;23;0,2,3,7,6,1,5,4;1,0013;1;214;6,1,0,5,4,7,3,2;0;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;5,4,0,2,3,7,6,1;0;1;23;0,2,3,7,6,1,5,4;1,0352;1;124;2,7,3,4,0,5,1,6;0,9989;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;5,4,0,2,3,7,6,1;0;1;23;3,2,0,4,5,1,6,7;0;1;219;4,5,7,6,3,2,0,1;0,9626;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;0,2,3,7,6,1,5,4;0;1;23;3,7,6,1,5,4,0,2;0;1;218;1,7,3,2,5,4,0,6;1,5082;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;5,4,0,2,3,7,6,1;4,5351;1;23;0,2,3,7,6,1,4,5;0;1;222;4,5,6,3,2,7,1,0;1,0008;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;2,3,7,6,1,5,4,0;0,9992;1;23;2,0,4,5,1,6,7,3;1,0005;1;124;5,1,6,7,2,3,4,0;0,9995;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;6,1,5,4,0,2,3,7;0;1;23;4,1,6,7,3,2,0,5;2,0065;1;120;4,2,0,3,7,6,1,5;1,0002;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;0,2,3,7,6,1,5,4;1,0059;1;23;2,3,7,6,1,5,4,0;3,0049;1;316;7,6,3,2,5,4,1,0;5,0358;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;5,4,0,2,3,7,6,1;0;1;23;7,6,1,5,4,0,2,3;1,0044;1;221;0,3,1,7,2,6,4,5;0,9978;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;2,3,7,6,1,5,4,0;0,9988;1;23;3,2,0,4,5,1,6,7;0;1;129;5,1,4,2,7,6,3,0;1,003;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;5,4,0,2,3,7,6,1;1,5078;1;23;7,3,2,0,4,5,1,6;1,0082;1;127;6,7,5,1,4,0,2,3;0;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;2,3,7,6,1,5,4,0;0,9938;1;23;7,3,2,0,4,5,1,6;0;1;127;4,0,2,6,3,7,5,1;1,0014;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;4,5,0,2,3,7,6,1;0,9991;1;23;7,6,1,4,5,0,2,3;0;1;224;6,1,7,2,5,0,4,3;1;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;6,1,5,4,0,2,3,7;1,0017;1;23;5,0,2,3,7,6,1,4;0;1;124;3,7,1,4,5,6,2,0;0,9992;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;6,1,5,4,0,2,3,7;0;1;23;7,3,2,0,5,4,1,6;1,4111;1;130;7,1,4,0,5,3,6,2;1,0101;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;6,1,5,4,0,2,3,7;0,997;1;23;1,6,7,3,2,0,5,4;0,9996;1;123;7,3,0,5,4,1,2,6;0;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;5,4,0,2,3,7,6,1;0,9866;1;23;2,3,7,6,1,4,5,0;1,0006;1;224;2,7,3,6,4,0,5,1;0,9991;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;4,5,0,2,3,7,6,1;0;1;23;5,4,1,6,7,3,2,0;1,506;1;123;1,6,3,2,0,4,5,7;0;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;5,4,0,2,3,7,6,1;0;1;23;6,7,3,2,0,5,4,1;1,0029;1;219;5,0,2,6,1,4,7,3;0;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;0,2,3,7,6,1,5,4;0,9973;1;23;7,3,2,0,5,4,1,6;0;1;217;3,2,0,7,4,5,1,6;0,9996;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;5,4,0,2,3,7,6,1;0;1;23;3,2,0,4,5,1,6,7;1,0075;1;218;1,0,4,5,3,7,2,6;0;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;4,5,0,2,3,7,6,1;0;1;23;6,7,3,2,0,5,4,1;0,9699;1;218;6,2,3,7,1,0,4,5;1,3816;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;6,1,5,4,0,2,3,7;0,9997;1;23;0,4,5,1,6,7,3,2;1,0017;1;127;4,0,3,7,6,2,5,1;0;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;4,5,0,2,3,7,6,1;0;1;23;7,3,2,0,4,5,1,6;1,0002;1;217;2,7,6,1,3,4,5,0;0,9993;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;4,5,0,2,3,7,6,1;1,0079;1;23;5,4,0,2,3,7,6,1;1,0131;1;223;1,5,2,3,0,4,6,7;0;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;5,4,0,2,3,7,6,1;0;1;23;2,0,4,5,1,6,7,3;1,0014;1;125;1,6,5,4,0,3,2,7;1,0018;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;0,2,3,7,6,1,5,4;0,9963;1;23;2,0,4,5,1,6,7,3;0;1;220;7,6,3,2,5,4,0,1;0,9996;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;4,5,0,2,3,7,6,1;0;1;23;7,3,2,0,4,5,1,6;0;1;122;0,5,1,6,7,3,2,4;1,6214;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;0,2,3,7,6,1,5,4;0;1;23;2,0,5,4,1,6,7,3;1,0009;1;219;3,2,6,1,4,5,7,0;1,0005;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;2,3,7,6,1,5,4,0;0;1;23;3,7,6,1,5,4,0,2;1,0004;1;128;1,5,0,4,3,6,2,7;0,9998;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;2,3,7,6,1,5,4,0;0;1;23;1,5,4,0,2,3,7,6;1,0073;1;126;1,5,4,6,3,0,2,7;0,9989;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;0,2,3,7,6,1,5,4;1,5084;1;23;2,0,5,4,1,6,7,3;0;1;124;6,7,3,2,5,0,4,1;1,0087;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;4,5,0,2,3,7,6,1;1,0001;1;23;1,6,7,3,2,0,4,5;3,9971;1;27;1,5,4,0,2,7,3,6;1,0008;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;2,3,7,6,1,5,4,0;0,9993;1;23;3,2,0,5,4,1,6,7;4,5211;1;27;2,7,3,0,5,4,1,6;0,9989;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;0,2,3,7,6,1,5,4;1,0027;1;23;0,2,3,7,6,1,4,5;0;1;218;1,7,3,2,5,4,0,6;0,9985;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;0,2,3,7,6,1,5,4;1,0039;1;23;6,1,5,4,0,2,3,7;0;1;222;2,0,3,6,7,5,4,1;0;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;6,1,5,4,0,2,3,7;0;1;23;2,3,7,6,1,5,4,0;1,0078;1;221;7,2,4,3,0,5,1,6;1,0022;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;5,4,0,2,3,7,6,1;0;1;23;0,5,4,1,6,7,3,2;0;1;217;0,2,3,7,4,6,1,5;1,5074;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;6,1,5,4,0,2,3,7;0;1;23;3,2,0,5,4,1,6,7;0,999;1;127;7,2,1,4,5,0,3,6;0,9998;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;6,1,5,4,0,2,3,7;1,0017;1;23;7,6,1,4,5,0,2,3;0;1;126;4,5,1,7,2,0,3,6;0;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;6,1,5,4,0,2,3,7;1,0061;1;23;7,3,2,0,5,4,1,6;0;1;217;0,6,4,5,1,7,3,2;1,0055;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;0,2,3,7,6,1,5,4;1,0003;1;23;3,7,6,1,5,4,0,2;1,0004;1;27;5,0,3,7,2,6,1,4;0;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;0,2,3,7,6,1,5,4;1,0033;1;23;7,3,2,0,5,4,1,6;0;1;215;6,2,0,5,4,7,3,1;0,9983;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;6,1,5,4,0,2,3,7;0;1;23;3,7,6,1,4,5,0,2;0,9994;1;31;3,0,4,5,1,7,2,6;1,5163;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;0,2,3,7,6,1,5,4;1,008;1;23;2,0,5,4,1,6,7,3;0,9991;1;215;0,5,4,7,3,1,6,2;0;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;5,4,0,2,3,7,6,1;1,0012;1;23;6,7,3,2,0,5,4,1;2,9993;1;220;5,0,1,7,2,6,3,4;1,0022;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;0,2,3,7,6,1,5,4;0;1;23;2,0,4,5,1,6,7,3;5,0124;1;319;6,0,3,1,4,5,2,7;0,9993;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;6,1,5,4,0,2,3,7;0;1;23;3,2,0,4,5,1,6,7;1,0036;1;221;3,0,6,1,4,5,7,2;1,0006;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;2,3,7,6,1,5,4,0;0,5054;1;23;1,4,5,0,2,3,7,6;0;1;131;6,2,7,5,1,4,0,3;1,008;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;5,4,0,2,3,7,6,1;0;1;23;0,4,5,1,6,7,3,2;1,0015;1;218;0,5,4,2,7,3,6,1;0;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;2,3,7,6,1,5,4,0;0;1;23;5,4,0,2,3,7,6,1;1,0025;1;217;5,4,1,6,7,0,2,3;0,9962;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;4,5,0,2,3,7,6,1;1,0025;1;23;1,4,5,0,2,3,7,6;0,9983;1;219;4,5,0,3,1,6,2,7;0;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;6,1,5,4,0,2,3,7;0;1;23;7,6,1,5,4,0,2,3;1,0092;1;313;3,7,0,2,6,4,5,1;0,9979;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;6,1,5,4,0,2,3,7;0,5053;1;23;2,0,5,4,1,6,7,3;0;1;220;4,5,6,1,7,2,0,3;1,0056;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;2,3,7,6,1,5,4,0;0;1;23;1,4,5,0,2,3,7,6;1,0011;1;121;3,2,6,1,7,4,5,0;1,0361;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;4,5,0,2,3,7,6,1;0;1;23;6,7,3,2,0,5,4,1;1,5106;1;221;0,2,3,6,1,5,7,4;0;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;2,3,7,6,1,5,4,0;1,0007;1;23;5,1,6,7,3,2,0,4;0;1;124;7,4,5,1,6,3,0,2;0,9999;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;0,2,3,7,6,1,5,4;0;1;23;0,2,3,7,6,1,5,4;0,9999;1;121;7,1,6,3,2,0,5,4;0,9984;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;5,4,0,2,3,7,6,1;1,0022;1;23;2,0,4,5,1,6,7,3;3,5088;1;224;6,4,0,5,1,2,7,3;1,005;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;0,2,3,7,6,1,5,4;1,0016;1;23;7,3,2,0,4,5,1,6;0;1;124;6,1,4,5,0,7,2,3;5,0045;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;2,3,7,6,1,5,4,0;1,5061;1;23;1,5,4,0,2,3,7,6;0;1;221;6,3,5,4,0,2,1,7;1,0064;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;4,5,0,2,3,7,6,1;0;1;23;4,0,2,3,7,6,1,5;0,9995;1;23;3,7,6,1,4,5,0,2;0,9991;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;2,3,7,6,1,5,4,0;0;1;23;3,7,6,1,5,4,0,2;1,0013;1;125;7,4,1,5,0,2,6,3;0;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;4,5,0,2,3,7,6,1;1,0038;1;23;5,4,0,2,3,7,6,1;0;1;216;4,3,2,6,7,1,0,5;0,9978;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;4,5,0,2,3,7,6,1;0,9975;1;23;2,3,7,6,1,4,5,0;0,505;1;27;3,2,6,7,1,5,4,0;0,5047;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;4,5,0,2,3,7,6,1;0;1;23;2,3,7,6,1,5,4,0;0,9991;1;221;2,0,5,1,7,4,3,6;1,0008;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;5,4,0,2,3,7,6,1;1,001;1;23;4,1,6,7,3,2,0,5;1,0011;1;123;5,4,0,3,7,6,2,1;0;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;5,4,0,2,3,7,6,1;1,0014;1;23;6,1,5,4,0,2,3,7;0;1;316;3,4,7,1,5,0,6,2;0,9975;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;6,1,5,4,0,2,3,7;0;1;23;7,3,2,0,4,5,1,6;1,0496;1;221;3,5,1,6,7,2,0,4;0;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;5,4,0,2,3,7,6,1;0;1;23;4,5,1,6,7,3,2,0;1,0001;1;219;6,7,0,3,2,5,4,1;0;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;4,5,0,2,3,7,6,1;0;1;23;6,7,3,2,0,4,5,1;1,008;1;217;3,6,7,4,5,1,0,2;1,0004;1
TSP_DATA_8x8_2024-05-22-15-49-06;23;5,4,0,2,3,7,6,1;1,0007;1;23;1,6,7,3,2,0,5,4;0;1;119;6,4,5,0,2,3,7,1;0,9987;1
TSP_DATA_11x11_2024-05-22-15-49-06;122;10,5,7,6,4,8,2,0,1,3,9;0,5058;1;28;6,4,9,3,1,0,8,2,10,5,7;4,0129;1;423;5,1,3,4,8,0,9,2,10,7,6;0,9987;1
TSP_DATA_11x11_2024-05-22-15-49-06;122;10,5,7,6,4,8,2,0,1,3,9;0,9965;1;30;10,7,6,4,9,1,0,2,3,8,5;4,5583;1;327;6,7,10,0,1,5,4,3,2,8,9;0;1
TSP_DATA_11x11_2024-05-22-15-49-06;122;10,5,7,6,4,8,2,0,1,3,9;1,001;1;28;1,0,2,10,5,7,6,8,4,9,3;0;1;227;3,5,10,7,6,4,9,8,0,1,2;1,0317;1
TSP_DATA_11x11_2024-05-22-15-49-06;122;10,5,7,6,4,8,2,0,1,3,9;1,0004;1;28;3,1,0,2,10,5,7,6,9,4,8;0;1;327;0,7,5,4,8,1,9,3,6,2,10;0,9978;1
TSP_DATA_11x11_2024-05-22-15-49-06;122;10,5,7,6,4,8,2,0,1,3,9;1,0018;1;32;4,9,6,7,10,2,0,1,3,8,5;1,0034;1;617;10,1,4,8,0,2,5,9,6,3,7;0,509;1
TSP_DATA_11x11_2024-05-22-15-49-06;122;10,5,7,6,4,8,2,0,1,3,9;0,9999;1;32;2,3,8,5,7,6,4,9,1,0,10;0;1;419;1,8,3,0,2,6,10,5,7,9,4;0,9983;1
TSP_DATA_11x11_2024-05-22-15-49-06;122;10,5,7,6,4,8,2,0,1,3,9;0,9983;1;28;6,7,5,10,2,8,0,1,3,9,4;0,9996;1;226;9,4,5,7,8,6,0,2,10,1,3;0,9993;1
TSP_DATA_11x11_2024-05-22-15-49-06;122;10,5,7,6,4,8,2,0,1,3,9;1,0017;1;28;5,8,2,0,1,3,9,4,6,7,10;1,0038;1;221;10,9,4,8,2,3,1,0,7,6,5;0;1
TSP_DATA_11x11_2024-05-22-15-49-06;122;5,7,6,4,8,2,0,1,3,9,10;2,51;1;32;2,10,0,1,9,4,6,7,5,8,3;0;1;420;2,6,7,9,3,1,5,4,8,10,0;1,8787;1
TSP_DATA_11x11_2024-05-22-15-49-06;122;5,7,6,4,8,2,0,1,3,9,10;1,4622;1;28;3,1,0,2,10,5,7,6,9,4,8;0,9996;1;329;1,2,3,0,8,6,5,10,9,7,4;0;1
TSP_DATA_11x11_2024-05-22-15-49-06;122;5,7,6,4,8,2,0,1,3,9,10;0,505;1;127;2,8,5,10,0,1,7,6,4,9,3;1,0049;1;326;0,1,9,5,6,4,7,2,10,3,8;1,0044;1
TSP_DATA_11x11_2024-05-22-15-49-06;122;5,7,6,4,8,2,0,1,3,9,10;1,0009;1;30;5,10,7,6,9,3,1,0,2,8,4;1,0357;1;140;2,1,8,7,4,5,10,0,3,9,6;3,9665;1
TSP_DATA_11x11_2024-05-22-15-49-06;122;10,5,7,6,4,8,2,0,1,3,9;1,0065;1;28;6,7,5,10,2,8,0,1,3,9,4;4,0091;1;419;5,8,1,7,6,0,2,3,9,10,4;1,0319;1
TSP_DATA_11x11_2024-05-22-15-49-06;122;5,7,6,4,8,2,0,1,3,9,10;0,9671;1;30;9,3,1,0,2,8,4,5,10,7,6;0;1;228;4,9,3,2,1,8,0,6,10,5,7;1,0012;1
TSP_DATA_11x11_2024-05-22-15-49-06;122;5,7,6,4,8,2,0,1,3,9,10;0;1;28;4,6,7,10,5,8,2,0,1,3,9;1,0428;1;327;9,6,4,3,0,2,1,7,10,5,8;1,0001;1
TSP_DATA_11x11_2024-05-22-15-49-06;122;10,5,7,6,4,8,2,0,1,3,9;0,9971;1;28;3,9,4,6,7,5,10,2,0,1,8;0;1;325;3,8,4,9,1,6,2,7,5,10,0;1,0326;1
TSP_DATA_11x11_2024-05-22-15-49-06;122;5,7,6,4,8,2,0,1,3,9,10;0,9977;1;32;3,2,10,0,1,8,5,7,6,4,9;0;1;231;10,0,2,5,6,4,7,8,3,1,9;0,97;1
TSP_DATA_11x11_2024-05-22-15-49-06;122;10,5,7,6,4,8,2,0,1,3,9;0;1;28;2,0,1,3,8,4,9,6,7,5,10;0,9999;1;328;3,5,9,1,2,0,10,6,7,4,8;0,9995;1
TSP_DATA_11x11_2024-05-22-15-49-06;122;10,5,7,6,4,8,2,0,1,3,9;1,0104;1;28;10,5,7,6,4,9,3,8,1,0,2;0;1;421;1,7,5,10,6,9,0,3,8,4,2;0,998;1
TSP_DATA_11x11_2024-05-22-15-49-06;122;5,7,6,4,8,2,0,1,3,9,10;0;1;28;3,9,4,8,6,7,5,10,2,0,1;1,0005;1;323;0,8,6,9,4,5,7,1,10,3,2;0;1
TSP_DATA_11x11_2024-05-22-15-49-06;122;5,7,6,4,8,2,0,1,3,9,10;0,9697;1;30;3,1,0,2,8,6,7,10,5,4,9;0;1;324;9,6,7,1,0,8,10,2,3,5,4;0,9997;1
TSP_DATA_11x11_2024-05-22-15-49-06;122;10,5,7,6,4,8,2,0,1,3,9;0;1;28;2,8,0,1,3,9,4,6,7,5,10;1,5101;1;421;6,2,1,10,3,0,8,5,7,9,4;0;1
TSP_DATA_11x11_2024-05-22-15-49-06;122;10,5,7,6,4,8,2,0,1,3,9;0,9986;1;28;10,2,8,0,1,3,9,4,6,7,5;0;1;324;6,7,5,8,0,4,10,2,3,9,1;1,0336;1
TSP_DATA_11x11_2024-05-22-15-49-06;122;10,5,7,6,4,8,2,0,1,3,9;0,9634;1;28;10,5,7,6,8,4,9,3,1,0,2;3,5104;1;323;10,3,1,0,8,2,9,7,4,6,5;1,5059;1
TSP_DATA_11x11_2024-05-22-15-49-06;122;10,5,7,6,4,8,2,0,1,3,9;1,0096;1;28;8,0,1,3,9,4,6,7,5,10,2;1,0338;1;424;6,4,3,5,10,2,7,8,1,0,9;0,9668;1
TSP_DATA_11x11_2024-05-22-15-49-06;122;10,5,7,6,4,8,2,0,1,3,9;0,9979;1;28;4,9,3,8,1,0,2,10,5,7,6;1,0344;1;422;3,0,6,4,5,8,2,10,9,1,7;0,9973;1
TSP_DATA_11x11_2024-05-22-15-49-06;122;5,7,6,4,8,2,0,1,3,9,10;0,9706;1;126;10,5,7,6,0,1,8,4,9,3,2;1,0007;1;230;4,2,0,3,9,1,8,7,6,5,10;0;1
TSP_DATA_11x11_2024-05-22-15-49-06;122;10,5,7,6,4,8,2,0,1,3,9;0,5053;1;30;6,7,5,10,2,3,9,1,0,8,4;1,006;1;327;0,2,4,7,10,6,9,3,1,5,8;1,007;1
TSP_DATA_11x11_2024-05-22-15-49-06;122;10,5,7,6,4,8,2,0,1,3,9;0,9984;1;28;2,0,1,8,3,9,4,6,7,5,10;0,9999;1;420;7,8,10,3,1,9,4,6,5,0,2;0;1
TSP_DATA_11x11_2024-05-22-15-49-06;122;5,7,6,4,8,2,0,1,3,9,10;1,0062;1;32;2,8,4,5,7,6,9,3,1,0,10;1,0004;1;423;10,2,0,3,6,4,7,5,1,9,8;0,9994;1
