dmfilename;ACOTourLength;ACOTour;ACOExecutionTime;ACOIterations;SATourLength;SATour;SAExecutionTime;SAIterations;PSOTourLength;PSOTour;PSOExecutionTime;PSOIterations
TSP_DATA_14x14_2024-05-22-17-01-32;140;5,13,12,4,10,6,2,8,9,3,7,1,0,11;1,9982;1;150;8,2,0,6,10,7,11,5,4,12,13,9,3,1;0;1;448;9,1,7,13,5,4,10,6,11,12,3,0,8,2;0,9996;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;9,6256;1;245;7,8,4,16,11,3,10,13,18,6,17,12,9,2,0,1,5,15,14;1,5034;1;1033;7,14,11,12,17,10,1,4,9,6,16,5,13,3,0,2,18,8,15;1,0035;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;4,0117;1;252;11,3,1,0,9,2,8,7,14,4,10,13,12,17,18,6,16,15,5;0,9989;1;1126;12,10,2,6,15,4,9,5,11,1,3,18,7,8,13,14,16,0,17;0,9998;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;2,5819;1;54;18,17,5,15,14,7,2,0,8,4,9,12,13,10,1,3,11,16,6;1,0393;1;1219;2,9,4,7,12,10,16,14,3,1,8,17,5,11,0,6,13,18,15;1,0022;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;6,5441;1;155;10,3,11,16,6,8,0,1,2,7,14,15,5,17,18,13,12,4,9;0;1;938;0,17,13,5,6,11,3,4,16,8,18,15,14,7,2,1,12,9,10;1,0745;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;4,0327;1;252;10,1,3,11,16,12,9,0,2,8,7,6,18,13,17,5,14,15,4;0;1;933;7,16,4,13,12,2,0,6,5,15,8,9,1,3,11,17,18,14,10;1,9997;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;3,538;1;160;3,11,16,6,18,17,12,4,15,8,0,1,5,14,7,2,9,13,10;0;1;1033;7,3,10,12,18,2,8,9,15,14,13,16,4,1,11,17,5,6,0;1,0396;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;2,9651;1;148;16,11,3,1,0,5,15,14,7,8,2,9,4,10,13,12,17,18,6;1,0002;1;939;3,18,15,7,4,6,13,12,10,1,11,14,17,5,2,0,8,16,9;0,9996;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;3,5114;1;242;18,13,12,4,8,7,14,15,6,16,11,3,1,0,2,9,10,5,17;1,0046;1;843;16,6,11,1,10,12,14,15,4,7,13,17,0,18,5,3,9,8,2;1,0003;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;3,0345;1;255;8,2,0,7,14,6,16,4,12,9,1,11,3,10,13,18,17,5,15;0,9664;1;1127;4,16,6,7,14,17,10,3,5,13,12,1,9,2,8,18,11,0,15;1,0338;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;3,082;1;147;17,5,1,0,2,8,7,14,15,4,9,12,13,10,3,11,16,6,18;1,0054;1;1033;13,15,0,7,18,16,9,10,14,8,2,3,11,6,5,17,4,12,1;0,9994;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;4,0348;1;255;10,3,1,0,5,15,8,2,7,14,4,12,17,18,6,16,11,9,13;0;1;935;13,10,2,7,11,18,0,5,14,16,6,12,17,8,1,3,15,4,9;1,0014;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;5,2085;1;153;3,11,16,6,17,5,15,14,7,18,13,12,4,8,2,9,0,1,10;3,9662;1;1038;15,18,2,16,6,12,10,3,17,4,7,1,11,9,13,5,14,0,8;1,581;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;2,9672;1;250;12,4,15,5,2,9,13,10,3,1,0,8,7,14,11,16,6,18,17;4,9945;1;751;2,10,3,8,17,5,14,4,13,12,15,11,1,18,16,6,9,0,7;0,5032;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;4,003;1;148;3,10,9,2,0,5,15,14,7,8,4,13,12,17,18,6,16,11,1;0;1;1225;7,0,1,8,18,6,11,15,16,12,5,14,3,4,9,10,13,2,17;1,0002;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;4,5141;1;156;6,18,13,12,4,14,16,11,3,1,10,9,2,0,7,8,15,5,17;1,0057;1;1036;5,18,8,4,11,14,17,13,16,6,10,1,15,12,3,9,2,7,0;1,9996;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;3,0341;1;344;14,7,8,0,11,16,6,18,1,3,10,9,2,5,17,13,12,4,15;1,0008;1;1037;1,4,16,2,8,11,10,0,3,17,13,9,7,6,5,18,12,15,14;1,2164;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;3,036;1;148;0,2,8,7,14,15,5,6,16,11,1,3,10,9,4,12,13,18,17;0,9979;1;1125;0,1,17,12,3,10,14,15,5,16,13,18,11,8,6,4,2,7,9;1,0021;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;3,5828;1;58;9,2,0,8,7,4,14,15,5,6,16,11,3,1,10,13,18,17,12;0,9594;1;740;14,5,17,12,16,7,4,11,8,2,9,0,10,1,3,18,13,6,15;1,0357;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;2,9992;1;63;2,8,15,14,7,0,1,10,12,4,9,13,18,17,5,6,16,11,3;0;1;1132;7,13,6,10,11,1,2,12,17,5,0,9,18,3,8,14,15,4,16;1,5059;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;2,9502;1;62;18,13,10,12,17,5,14,7,2,9,4,15,8,0,1,3,11,16,6;0,9969;1;933;0,2,12,10,13,5,6,1,18,17,9,7,15,14,11,16,3,4,8;1,0337;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;2,9973;1;254;17,12,9,16,11,1,3,10,0,2,8,7,6,5,15,14,4,13,18;0,9997;1;940;5,6,11,2,9,17,13,1,18,3,10,16,12,4,8,15,7,0,14;1,6066;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;3,3399;1;247;10,0,1,3,5,17,12,13,18,6,16,11,15,14,7,8,2,9,4;0;1;1130;13,1,9,10,4,11,16,12,5,8,0,15,2,6,3,7,14,18,17;0,9999;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;3,0388;1;150;18,17,5,6,16,11,12,9,10,3,1,0,2,8,7,14,15,4,13;0;1;1136;12,3,11,1,0,6,13,16,9,17,15,4,7,8,14,5,10,18,2;1,002;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;6,5764;1;441;11,7,8,18,13,12,9,2,0,5,17,6,16,14,15,4,10,3,1;4,0919;1;1026;3,11,1,18,14,15,2,0,13,10,17,9,4,7,8,12,5,16,6;1,0329;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;3,5914;1;253;13,10,11,16,15,4,9,2,3,1,0,8,7,14,5,6,18,17,12;4,966;1;1132;17,0,6,10,7,2,12,18,13,3,4,8,15,9,5,14,1,11,16;1;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;2,9929;1;149;8,7,2,0,9,10,3,1,11,16,6,18,17,5,15,14,13,12,4;0;1;648;4,7,0,12,6,14,15,5,18,13,10,1,11,16,9,17,3,2,8;0,969;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;3,9652;1;52;1,11,16,6,18,17,5,15,14,7,8,4,9,12,13,10,3,2,0;1,5045;1;1032;16,7,8,0,4,10,18,17,3,9,11,12,5,15,14,1,2,13,6;1,51;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;3,0034;1;150;12,13,10,9,0,2,8,4,7,14,15,1,3,11,16,6,18,5,17;0,9999;1;931;14,0,2,10,13,1,3,12,17,8,18,9,4,6,5,15,7,16,11;1,0005;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;2,5426;1;147;7,14,15,5,17,18,13,12,4,9,2,0,1,10,3,11,16,6,8;1,0427;1;933;3,1,4,15,14,7,17,5,13,12,10,2,11,6,16,9,8,0,18;1,001;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;2,9659;1;248;1,3,15,4,12,9,10,13,18,6,16,11,17,5,14,7,8,2,0;0;1;1128;3,11,2,9,16,6,13,15,10,0,4,1,7,8,14,12,5,18,17;0,9995;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;3,5831;1;157;2,8,15,5,6,16,11,3,10,13,18,17,14,7,4,12,9,1,0;0;1;845;4,15,8,0,17,18,12,11,16,7,2,13,5,3,10,9,1,6,14;1,0355;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;2,9642;1;62;11,3,9,12,17,18,13,10,1,2,0,8,4,7,14,15,5,6,16;1,0333;1;1031;1,6,15,10,4,8,7,18,13,9,17,5,14,12,11,2,0,3,16;0,9999;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;4,5453;1;255;11,3,17,12,4,9,2,8,15,14,5,18,13,10,1,0,7,6,16;1,0002;1;748;4,10,9,0,3,2,1,13,6,14,17,12,16,11,18,5,7,15,8;1;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;3,0354;1;155;12,18,6,16,11,3,1,9,4,7,8,2,0,10,13,14,15,5,17;0,5393;1;940;11,5,14,8,4,7,15,6,1,10,3,9,18,16,17,2,0,12,13;0,6285;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;3,0041;1;60;9,0,8,4,12,13,10,2,7,14,15,5,17,18,6,16,11,3,1;1,0002;1;740;9,13,5,17,18,15,14,11,8,7,2,3,10,0,16,6,12,4,1;0,9997;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;3,0042;1;155;17,18,6,5,15,14,7,0,2,8,4,9,1,16,11,3,10,13,12;0,5093;1;1029;12,10,1,6,0,2,3,11,9,14,18,7,8,15,16,5,4,17,13;1,0052;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;7,5628;1;56;13,18,6,16,11,3,1,10,9,2,0,7,8,4,15,14,5,17,12;0,9173;1;1032;5,6,15,16,17,12,7,14,13,8,0,3,10,18,1,11,4,9,2;3,0041;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;5,4692;1;53;17,5,6,16,11,3,1,0,2,8,7,14,15,4,9,12,10,13,18;1,5061;1;937;2,7,14,9,3,8,6,5,18,13,12,4,16,0,11,15,17,10,1;1,0398;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;3,0034;1;152;10,3,11,16,14,15,5,17,6,18,13,9,12,4,8,7,2,0,1;0,998;1;838;10,9,15,12,14,7,16,11,0,18,8,4,13,17,6,5,2,3,1;0,997;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;2,5456;1;247;9,2,6,16,11,3,1,0,7,8,4,12,14,15,5,17,18,13,10;1,0021;1;1033;3,2,1,12,5,11,7,4,8,15,13,18,10,9,0,16,6,14,17;0,9649;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;2,0299;1;58;16,6,18,13,12,17,5,15,14,7,4,8,0,9,2,10,1,3,11;1,6138;1;748;3,18,11,12,5,6,16,9,4,15,8,0,7,14,2,1,17,13,10;0,9689;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;3,0403;1;249;6,16,8,7,14,15,5,0,1,11,3,2,9,4,10,13,12,17,18;0,9994;1;1034;9,15,2,1,6,17,5,7,4,8,11,10,13,12,18,3,0,16,14;0,9673;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;3,0313;1;155;4,14,15,5,17,6,18,13,10,9,2,7,8,0,1,3,11,16,12;0,5397;1;943;14,8,1,3,9,13,2,11,18,16,6,7,0,5,15,17,10,12,4;1,0425;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;3,0028;1;60;2,9,12,18,13,10,1,3,11,16,6,17,5,15,14,4,8,7,0;0;1;1037;5,12,11,17,15,4,7,18,6,3,9,8,2,16,13,10,0,1,14;0,9998;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;2,5798;1;160;10,3,1,11,16,14,5,6,18,17,12,13,4,7,15,8,2,0,9;0,9383;1;1028;13,3,1,14,17,15,0,9,2,8,11,5,6,18,16,10,4,7,12;1,0006;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;3,0315;1;153;6,16,11,3,1,10,13,9,2,0,8,4,12,17,18,7,14,15,5;0;1;1038;18,10,4,12,0,8,6,9,14,2,7,15,5,1,11,16,13,17,3;1;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;4,3524;1;147;7,14,15,5,6,18,17,12,13,10,3,11,16,1,0,2,9,4,8;0;1;1126;3,16,9,2,12,15,4,13,14,7,10,1,6,18,17,0,5,8,11;0,9976;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;5,5395;1;157;7,8,4,13,18,6,16,15,14,5,17,12,9,2,10,3,11,1,0;1,0411;1;838;0,13,18,1,10,9,3,17,2,7,14,11,16,6,5,4,8,15,12;2,0007;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;4,9965;1;59;13,10,3,2,9,4,8,15,14,7,0,1,11,16,6,18,5,17,12;4,0541;1;1126;5,9,13,10,15,12,17,14,8,4,7,18,2,0,16,1,3,6,11;1,0006;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;8,5755;1;158;1,2,8,4,12,9,10,13,18,5,17,6,16,11,3,15,14,7,0;0;1;1123;10,6,16,17,0,14,15,7,9,4,5,11,8,1,3,18,13,12,2;1,0023;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;2,9976;1;159;4,12,13,10,9,0,1,17,18,6,16,11,3,2,7,14,5,15,8;0;1;1034;11,5,16,17,6,18,15,1,10,13,4,2,7,12,0,14,8,9,3;1,5076;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;4,0285;1;157;5,17,12,9,2,10,3,11,1,0,8,16,6,18,13,4,7,14,15;0;1;943;9,11,4,15,18,12,17,6,10,3,2,1,0,13,5,14,8,16,7;1,0018;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;5,0821;1;150;8,7,4,12,9,10,13,17,18,6,5,15,14,16,11,3,1,0,2;1,0054;1;1128;14,9,2,0,3,18,7,10,4,13,12,5,16,1,17,6,15,8,11;1,0008;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;5,5763;1;154;14,7,8,2,0,9,13,18,6,5,17,12,16,11,3,1,10,4,15;1,0047;1;934;7,8,18,13,15,6,16,0,1,17,10,12,4,2,3,11,9,5,14;0,9998;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;3,0003;1;247;5,15,14,12,4,7,8,2,0,1,6,16,11,3,9,10,13,18,17;0;1;1225;17,4,8,12,7,14,15,5,0,13,10,6,11,18,2,1,16,9,3;1,0326;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;4,0948;1;160;3,10,13,12,17,18,6,5,14,15,4,8,2,9,1,0,7,16,11;1,0021;1;941;4,14,6,16,3,13,7,15,2,10,5,0,1,9,12,18,17,11,8;1,0303;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;3,0365;1;246;14,5,17,18,6,7,8,2,0,1,3,11,16,10,13,12,9,4,15;0,9651;1;933;4,15,14,17,11,12,5,6,16,8,2,3,1,10,7,9,13,18,0;0;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;4,0475;1;247;10,13,12,9,4,15,14,5,17,18,7,8,2,0,1,3,11,16,6;0,9664;1;1034;3,18,6,10,11,1,14,7,0,8,4,13,5,17,16,2,9,15,12;1,0006;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;3,5386;1;157;18,17,5,14,15,4,10,13,12,9,0,1,11,3,2,8,7,16,6;1,04;1;1032;15,16,14,11,1,0,9,17,10,13,5,3,6,4,12,18,2,7,8;0,9666;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;3,0327;1;54;5,18,6,16,11,1,3,10,13,17,12,4,9,2,0,8,7,14,15;0;1;846;10,16,11,0,8,14,1,15,4,7,18,5,13,17,6,12,3,9,2;2,0006;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;7,0949;1;255;0,9,12,4,7,14,10,13,17,5,15,8,2,3,1,11,16,6,18;3,5501;1;1314;3,1,14,15,10,7,13,5,11,6,16,17,2,0,12,8,4,9,18;1,5484;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;4,0071;1;248;18,6,16,14,15,4,7,8,2,9,12,17,5,0,1,11,3,10,13;4,5476;1;845;6,4,14,9,12,16,5,1,11,17,18,13,10,0,7,2,8,15,3;2,5576;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;2,9639;1;342;9,2,8,7,6,18,13,12,17,5,0,1,3,11,16,14,15,4,10;0;1;1037;12,10,15,7,8,14,5,1,18,2,3,6,0,4,11,16,9,17,13;2,0006;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;3,1151;1;54;18,17,5,15,14,7,4,12,13,10,9,2,8,0,1,3,11,16,6;1,0075;1;932;13,0,1,15,4,9,14,16,3,11,17,12,8,7,18,5,6,2,10;1,0007;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;2,9956;1;155;14,7,8,2,0,1,11,3,10,13,17,5,15,4,9,12,18,6,16;0;1;935;9,12,1,11,3,4,15,2,6,7,14,16,8,18,17,5,0,10,13;1,9992;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;4,5447;1;245;1,0,2,9,10,13,18,5,15,14,16,6,17,12,4,8,7,11,3;0;1;1035;13,18,7,16,15,8,5,14,4,3,6,17,0,2,11,10,1,12,9;0,9993;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;3,0007;1;152;10,13,17,5,15,4,8,7,14,11,16,6,18,12,9,2,0,1,3;0;1;839;10,5,17,3,9,12,11,16,14,1,6,18,13,7,0,8,4,15,2;1,002;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;6,0623;1;56;7,14,15,5,18,13,10,2,9,4,12,17,6,16,11,3,1,0,8;0;1;1035;9,4,17,13,12,10,8,2,5,16,15,6,11,3,14,7,0,18,1;1,9661;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;5,6238;1;248;13,17,5,15,14,7,11,16,6,18,1,3,10,2,0,8,4,9,12;1,0014;1;1232;14,11,1,9,6,12,2,16,4,15,13,5,18,0,3,17,10,8,7;1,9668;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;3,6127;1;56;6,18,13,10,2,8,4,9,12,17,5,15,14,7,0,1,3,11,16;0,5429;1;844;8,14,10,9,1,11,15,5,6,17,4,12,13,0,16,7,2,3,18;1,0445;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;3,9603;1;247;0,1,3,18,6,16,11,5,15,14,7,8,4,10,13,17,12,9,2;0;1;1029;2,8,9,10,17,13,12,5,14,6,18,3,1,15,7,16,4,11,0;0,9993;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;4,58;1;151;3,10,13,18,17,12,9,4,8,15,14,7,2,0,5,6,16,11,1;1,0353;1;841;16,3,9,11,15,4,7,17,5,14,0,10,2,8,1,6,18,13,12;1,001;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;2,9963;1;53;15,4,9,12,13,18,17,5,6,16,11,3,10,1,0,2,8,7,14;4,4825;1;1123;18,17,16,2,6,15,8,12,9,10,13,7,5,14,1,3,11,0,4;1,0005;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;2,9962;1;246;14,15,5,17,11,3,10,1,0,2,8,7,4,9,12,13,18,6,16;6,5147;1;1031;7,4,16,17,1,11,3,15,2,14,12,10,9,0,6,18,5,13,8;1,0022;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;5,0362;1;156;18,6,5,15,14,16,11,1,0,8,7,2,3,10,9,4,12,13,17;0,9977;1;1132;14,15,8,1,5,18,11,0,7,12,13,2,6,9,3,10,17,16,4;1,5818;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;2,9626;1;55;6,5,17,18,13,10,12,4,15,14,7,8,2,9,0,1,3,11,16;0;1;929;16,8,4,12,15,14,6,18,13,10,0,1,3,9,11,2,5,7,17;1,0015;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;2,554;1;248;8,4,12,13,10,3,11,7,14,15,5,17,18,6,16,1,9,2,0;1,0002;1;1025;17,18,6,16,12,0,2,8,4,9,5,10,3,7,15,1,13,11,14;1,0045;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;3,0348;1;52;1,0,2,9,10,13,18,12,4,8,7,14,15,5,17,6,16,11,3;0,9666;1;844;2,18,9,3,4,14,8,7,0,13,12,17,5,16,11,1,10,6,15;1,0337;1
TSP_DATA_19x19_2024-05-22-17-01-36;52;1,3,10,9,2,0,8,7,14,15,5,17,12,4,13,18,6,16,11;6,5489;1;252;18,13,10,9,12,4,16,11,3,1,15,8,0,2,7,14,5,17,6;0;1;934;16,15,14,7,2,17,18,6,12,5,4,11,10,3,1,9,0,8,13;0,967;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;3,5446;1;152;1,3,11,16,6,18,17,12,13,10,5,15,14,7,4,8,2,9,0;0;1;743;18,0,1,5,8,14,15,2,10,12,4,17,13,9,3,11,16,6,7;0,9999;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;2,9644;1;154;15,14,7,0,1,3,11,16,6,18,2,8,4,12,9,10,13,17,5;0;1;1127;8,5,4,6,18,7,16,12,0,2,1,11,17,13,10,3,14,9,15;0,9996;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;3,5053;1;54;14,15,5,6,16,11,3,1,0,9,4,12,17,18,13,10,2,8,7;0;1;1036;1,18,6,11,9,15,5,10,4,13,12,17,2,7,0,16,3,8,14;1,0052;1
TSP_DATA_19x19_2024-05-22-17-01-36;50;0,2,9,4,12,13,10,3,1,11,16,6,18,17,5,15,14,7,8;3,0004;1;154;12,10,3,1,0,9,2,8,7,11,16,6,18,13,17,5,14,15,4;1,0355;1;939;0,9,10,5,3,18,1,2,7,12,13,4,8,14,16,11,17,6,15;0,9991;1
